title,link,image,episode,rating,views,quality,year,genres,description,season,type
Macross: Do You Remember Love?,https://animevietsub.page/phim/macross-do-you-remember-love-a1639/,https://cdn.animevietsub.page/data/poster/2017/09/17/animevsub-XC58BhKfbs.jpg,N/A,8 trong số 10 dựa trên 1 thành viên đánh giá,"31,993",HD,1984,"Sci-Fi, Romance, Space, Music, Military, Mecha, Action","Năm 2009 sau công nguyên, cuộc chạy đua của con người giữa ba chiến trường của người khổng lồ Zentradi (nam) và Meltrandi...",Mùa xuân,phim lẻ
First Squad: The Moment of Truth,https://animevietsub.page/phim/first-squad-the-moment-of-truth-a923/,https://cdn.animevietsub.page/data/poster/2017/09/10/animevsub-KzRVuoTd4c.jpg,N/A,8 trong số 10 dựa trên 7 thành viên đánh giá,"23,917",HD,2009,"Supernatural, Super Power, Historical, Military, Action","First Squad (tạm dịch: Biệt đội Đầu tiên) là một dự án Anime liên doanh của ba quốc gia Nga, Nhật Bản, Canada. Bộ phim được...",Mùa xuân,phim lẻ
Final Fantasy VII: On the Way to a Smile,https://animevietsub.page/phim/final-fantasy-vii-on-the-way-to-a-smile-a922/,https://cdn.animevietsub.page/data/poster/2017/09/10/animevsub-LjdukTxbJH.jpg,N/A,9.5 trong số 10 dựa trên 2 thành viên đánh giá,"22,559",HD,2009,"Super Power, Fantasy, Action","Là câu chuyện ngoài lề chuyển thể từ tiểu thuyết cùng tên. Nội dung là một phần của tiều thuyết [gồm phần về Denzel,...",Mùa xuân,phim lẻ
Final Fantasy VII: Last Order,https://animevietsub.page/phim/final-fantasy-vii-last-order-a921/,https://cdn.animevietsub.page/data/poster/2017/09/10/animevsub-kse2OD1diZ.jpg,N/A,10 trong số 10 dựa trên 1 thành viên đánh giá,"20,900",HD,2005,"Sci-Fi, Fantasy, Drama, Adventure, Action","Là một OVA ngắn sản xuất năm 2005, một phần trong bộ Compilation of Final Fantasy VII, kể về quãng thời gian trước các sự...",Mùa xuân,phim lẻ
GJ-bu@,https://animevietsub.page/phim/gj-bu-a1018/,https://cdn.animevietsub.page/data/poster/2017/09/10/animevsub-dFDScg5qPn.jpg,N/A,9.7 trong số 10 dựa trên 26 thành viên đánh giá,"55,189",HD,2014,"School, Slice of Life, Comedy","

Một đêm cùng 4 em trong CLB của anh main...

",Mùa xuân,phim lẻ
Fate/kaleid liner Prisma☆Illya 2wei! OVA,https://animevietsub.page/phim/fatekaleid-liner-prismaillya-2wei-ova-i3-a901/,https://cdn.animevietsub.page/data/poster/2017/09/09/animevsub-qCswnVarSH.png,N/A,10 trong số 10 dựa trên 8 thành viên đánh giá,"41,202",HD,2015,"Fantasy, Ecchi, Comedy, Magic","Dựa trên manga cùng tên của Hiroshi Hiroyama, đây là bản được tách riêng từ visual novel 18  Fate Stay Night của Type-moon Lưu ý:...",Mùa xuân,phim lẻ
Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,https://animevietsub.page/phim/fairy-tail-houou-no-miko-prologue-i2-a870/,https://cdn.animevietsub.page/data/poster/2017/09/09/animevsub-vGiPbyg1nF.jpg,N/A,9.9 trong số 10 dựa trên 27 thành viên đánh giá,"550,755",HD,2013,"Shounen, Fantasy, Magic",Thời gian diễn ra câu chuyện là sau khi nhóm Natsu quay trở về Fiore sau 7 năm mất tích và trước khi đại hội phép thuật bắt...,Mùa xuân,phim lẻ
Crayon Shin-chan Movie 02: Buriburi Oukoku no Hihou,https://animevietsub.page/phim/crayon-shin-chan-movie-02-buriburi-oukoku-no-hihou-i2-a824/,https://cdn.animevietsub.page/data/poster/2017/09/09/animevsub-tWx3Jg7ymV.jpg,N/A,10 trong số 10 dựa trên 7 thành viên đánh giá,"67,850",HD,1994,"Shounen, Comedy, Adventure, Kids, Action","Một ban nhạc của bọn tội phạm muốn có được kho báu của đảo nổi tiếng Treasure, nhưng chìa khóa của buồng kho báu được...",Mùa xuân,phim lẻ
Crayon Shin-chan Movie 01: Action Kamen vs. Haigure Maou,https://animevietsub.page/phim/crayon-shin-chan-movie-01-action-kamen-vs-haigure-maou-i2-a823/,https://cdn.animevietsub.page/data/poster/2017/09/09/animevsub-8HvqI7vg10.jpg,N/A,8.7 trong số 10 dựa trên 7 thành viên đánh giá,"68,687",HD,1993,"Shounen, Comedy, Adventure, Kids, Action","Bằng cách tìm một thẻ Action Kamen hiếm, Shinnosuke Nohara và gia đình của cậu lựa chọn để đi đến một thế giới song song...",Mùa xuân,phim lẻ
Code Geass: Hangyaku no Lelouch - Nunnally in Wonderland,https://animevietsub.page/phim/code-geass-hangyaku-no-lelouch-nunnally-in-wonderland-i1-a804/,https://cdn.animevietsub.page/data/poster/2017/09/09/animevsub-YI8EeOLAKY.jpg,N/A,9.8 trong số 10 dựa trên 28 thành viên đánh giá,"129,968",BD,2012,"Fantasy, Comedy, Parody","OVA của Code Geass.

",Mùa xuân,phim lẻ
Code Geass: Hangyaku no Lelouch - Kiseki no Birthday Picture Drama,https://animevietsub.page/phim/code-geass-hangyaku-no-lelouch-kiseki-no-birthday-picture-drama-i3-a810/,https://cdn.animevietsub.page/data/poster/2017/09/09/animevsub-ZR4bhn8gwu.jpg,N/A,9.7 trong số 10 dựa trên 32 thành viên đánh giá,"144,343",HD,2010,"School, Supernatural",Đây là 1 show kỷ niệm ngày sinh Lelough (5-12) và diễn ra vào 3 năm sau khi tập cuối của CG được công chiếu. Show dài gần...,Mùa xuân,phim lẻ
Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara,https://animevietsub.page/phim/code-geass-boukoku-no-akito-4-nikushimi-no-kioku-kara-i3-a808/,https://cdn.animevietsub.page/data/poster/2017/09/09/animevsub-gqXQ6CfA8p.jpg,N/A,8.9 trong số 10 dựa trên 15 thành viên đánh giá,"103,889",HD,2015,"Military, Mecha, Action",Movie thứ 4 của Series Code Geass: Boukoku no Akito.,Mùa xuân,phim lẻ
Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu,https://animevietsub.page/phim/code-geass-boukoku-no-akito-3-kagayaku-mono-ten-yori-otsu-i2-a807/,https://cdn.animevietsub.page/data/poster/2017/09/09/animevsub-NwyzDmDrWQ.jpg,N/A,9.8 trong số 10 dựa trên 20 thành viên đánh giá,"87,331",HD,2015,"Military, Mecha, Action",Movie thứ 3 của phim Code Geass: Boukoku no Akito,Mùa xuân,phim lẻ
Clannad Movie,https://animevietsub.page/phim/clannad-movie-i3-a791/,https://cdn.animevietsub.page/data/poster/2017/09/09/animevsub-PN9rvVKjEZ.jpg,N/A,9.5 trong số 10 dựa trên 37 thành viên đánh giá,"88,237",HD,2007,"School, Romance, Fantasy, Drama","Chắc cũng chẳng mấy lạ lẫm vs các bạn thích xem Anime thời gian tầm 1,2 năm gần đây nhỉ . Hì, đây là một tập Movie về...",Mùa xuân,phim lẻ
The iDOLM@STER: 765 Pro to Iu Monogatari,https://animevietsub.page/phim/the-idolmster-765-pro-to-iu-monogatari-a780/,https://cdn.animevietsub.page/data/poster/2017/09/09/animevsub-oM5XuC4Y36.jpg,N/A,6.5 trong số 10 dựa trên 2 thành viên đánh giá,"21,691",HD,2012,"Drama, Comedy, Music","Tập đặc biệt của phim The iDOLM@STER: câu chuyện có tên 765 Pro

",Mùa xuân,phim lẻ
Chuunibyou demo Koi ga Shitai!: Kirameki no... Slapstick Noel,https://animevietsub.page/phim/chuunibyou-demo-koi-ga-shitai-kirameki-no-slapstick-noel-a761/,https://cdn.animevietsub.page/data/poster/2017/09/09/animevsub-SF8l8MWp9l.jpg,N/A,9.8 trong số 10 dựa trên 73 thành viên đánh giá,"162,859",HD,2013,"School, Comedy","Lost Christmas của hội ma pháp ngủ ngày.

",Mùa xuân,phim lẻ
Eureka Seven: Pocket ga Niji de Ippai,https://animevietsub.page/phim/eureka-seven-pocket-ga-niji-de-ippai-i3-a860/,https://cdn.animevietsub.page/data/poster/2017/09/09/animevsub-5pBH2GbzLK.jpg,N/A,8 trong số 10 dựa trên 4 thành viên đánh giá,"29,847",HD,2009,"Sci-Fi, Romance, Adventure, Mecha","

Movie của bộ Eureka Seven.

",Mùa xuân,phim lẻ
Elfen Lied Special,https://animevietsub.page/phim/elfen-lied-special-a850/,https://cdn.animevietsub.page/data/poster/2017/09/09/animevsub-jHq5OfVweS.jpg,N/A,9.7 trong số 10 dựa trên 24 thành viên đánh giá,"58,733",HD,2005,"Supernatural, Psychological, Ecchi, Drama, Horror","

Tập đặc biệt của phim Elfen Lied

",Mùa xuân,phim lẻ
Chocotan!,https://animevietsub.page/phim/chocotan-a682/,https://cdn.animevietsub.page/data/poster/2017/09/08/animevsub-49925.jpg,N/A,5 trong số 10 dựa trên 1 thành viên đánh giá,"15,416",HD,2013,"Shoujo, Comedy",Nói chung về thú cưng và chủ của thú cưng.,Mùa xuân,phim lẻ
Bảy Viên Ngọc Rồng Movie 15,https://animevietsub.page/phim/bay-vien-ngoc-rong-movie-15-i1-a990/,https://cdn.animevietsub.page/data/poster/2017/09/10/animevsub-5olSnVBSCH.jpg,N/A,9.2 trong số 10 dựa trên 9 thành viên đánh giá,"250,451",HD,2015,"Shounen, Super Power, Fantasy, Comedy, Adventure, Martial Arts, Action","

Ở Trái đất, cuộc sống hòa bình đang diễn ra. Tuy nhiên, tàn dư của quân đội Frieza của Sorbet và Tagoma lại đến trên...",Mùa xuân,phim lẻ
Detective Conan Movie 03: The Last Wizard of the Century,https://animevietsub.page/phim/tham-tu-lung-danh-conan-ao-thuat-gia-cuoi-cung-cua-the-ky-a610/,https://cdn.animevietsub.page/data/poster/2017/09/08/animevsub-20103.jpg,N/A,8.8 trong số 10 dựa trên 31 thành viên đánh giá,"447,388",HD,1999,"Shounen, Police, Comedy, Adventure, Mystery","

Một lá thư nặc danh được gửi tới văn phòng thám tử Mouri với nội dung khá bí ẩn, dưới dạng mật mã “Một cậu...",Mùa xuân,phim lẻ
Thám tử lừng danh Conan: Cơn ác mộng đen tối,https://animevietsub.page/phim/tham-tu-lung-danh-conan-con-ac-mong-den-toi-a655/,https://cdn.animevietsub.page/data/poster/2017/09/08/animevsub-78894.jpg,N/A,9.8 trong số 10 dựa trên 41 thành viên đánh giá,"1,017,265",HD,2016,"Shounen, Police, Mystery, Action","

Vào một đêm tối, cảnh sát Nhật Bản bị đột kích bởi một gián điệp. Những tài liệu mật của những cơ quan tình...",Mùa xuân,phim lẻ
Thám tử lừng danh Conan: Hoa hướng dương rực lửa,https://animevietsub.page/phim/tham-tu-lung-danh-conan-hoa-huong-duong-ruc-lua-a654/,https://cdn.animevietsub.page/data/poster/2017/09/08/animevsub-73618.jpg,N/A,9.3 trong số 10 dựa trên 23 thành viên đánh giá,"695,241",HD,2015,"Shounen, Police, Mystery, Action","

Theo nội dung phim vừa được bật mí, Kaitou Kid sẽ trở thành nghi can số 1 trong không phải một mà tới ba vụ án: - Vụ...",Mùa xuân,phim lẻ
Thám tử lừng danh Conan: Sát thủ bắn tỉa không tưởng,https://animevietsub.page/phim/tham-tu-lung-danh-conan-sat-thu-ban-tia-khong-tuong-a652/,https://cdn.animevietsub.page/data/poster/2017/09/08/animevsub-animevsub-60289.jpg,N/A,9.2 trong số 10 dựa trên 33 thành viên đánh giá,"706,568",HD,2014,"Shounen, Police, Mystery, Action","

Một cựu lính bắn tỉa của ""Biệt đội hải cẩu"" hay còn gọi là SEALs (một nhánh đặc nhiệm tinh nhuệ của hải quân...",Mùa xuân,phim lẻ
Thám tử lừng danh Conan: Con mắt bí ẩn ngoài biển xa,https://animevietsub.page/phim/tham-tu-lung-danh-conan-con-mat-bi-an-ngoai-bien-xa-a651/,https://cdn.animevietsub.page/data/poster/2017/09/08/animevsub-47419.jpg,N/A,9.2 trong số 10 dựa trên 23 thành viên đánh giá,"663,247",,2013,"Shounen, Police, Comedy, Adventure, Mystery","

Bối cảnh của bộ phim xảy ra trên chuyến hành trình tham quan chiến hạm Hotaka thuộc hạm đội Aegis. Xác của một sĩ quan...",Mùa xuân,phim lẻ
Thám tử lừng danh Conan: Tiền đạo thứ 11,https://animevietsub.page/phim/tham-tu-lung-danh-conan-tien-dao-thu-11-a650/,https://cdn.animevietsub.page/data/poster/2017/09/08/animevsub-37511.jpg,N/A,9.5 trong số 10 dựa trên 32 thành viên đánh giá,"685,141",HD,2012,"Shounen, Sports, Police, Comedy, Adventure, Mystery","Vào ngày 20 tháng 11, Conan và các bạn cậu đang xem đá bóng ở sân vận động. Conan nhận được tin đang có đe dọa đánh bom...",Mùa xuân,phim lẻ
Cars 3,https://animevietsub.page/phim/cars-3-a620/,https://cdn.animevietsub.page/data/poster/2017/09/08/animevsub-EfRqkHV.jpg,N/A,4.7 trong số 10 dựa trên 3 thành viên đánh giá,"26,589",HD,2017,"Cartoon, Comedy","Câu chuyện của CARS 3 bắt nguồn từ vụ va chạm giữa Lightning McQueen cùng dòng xe đua thế hệ mới. Sau khi bị chấn thương,...",Mùa xuân,phim lẻ
Carnival Phantasm: HibiChika Special,https://animevietsub.page/phim/carnival-phantasm-hibichika-special-a617/,https://cdn.animevietsub.page/data/poster/2017/09/08/animevsub-64291.jpg,N/A,8 trong số 10 dựa trên 7 thành viên đánh giá,"34,571",HD,2012,"Supernatural, Comedy","Tập đặc biệt của Caival Phantasm phát hành trên Type-moon Fes - Kỷ niệm 10 năm tổ chức sự kiện

",Mùa xuân,phim lẻ
Thám tử lừng danh Conan: 15 phút tĩnh lặng,https://animevietsub.page/phim/tham-tu-lung-danh-conan-15-phut-tinh-lang-a649/,https://cdn.animevietsub.page/data/poster/2017/09/08/animevsub-32035.jpg,N/A,9.8 trong số 10 dựa trên 53 thành viên đánh giá,"715,398",HD,2011,"Shounen, Police, Comedy, Adventure, Mystery","

""Ngươi sẽ bị trừng phạt vì 4 năm ngạo mạn của mình..."" Thống đốc của Tokyo nhận được một lá thư đe dọa ngay...",Mùa xuân,phim lẻ
Thám Tử Conan Movie 14: Con Tàu Bị Đánh Cắp Trên Bầu Trời,https://animevietsub.page/phim/tham-tu-conan-movie-14-con-tau-bi-danh-cap-tren-bau-troi-a648/,https://cdn.animevietsub.page/data/poster/2017/09/08/animevsub-22312.jpg,N/A,9.7 trong số 10 dựa trên 31 thành viên đánh giá,"574,663",HD,2010,"Shounen, Police, Mystery, Action","

Sở cảnh sát nhận được thông tin về một vụ nổ ở Viện vi sinh học Tokyo thuộc thành phố Tokyo Nishitama do một nhóm...",Mùa xuân,phim lẻ
Thám Tử Conan Movie 13: Truy Lùng Tổ Chức Áo Đen,https://animevietsub.page/phim/tham-tu-conan-movie-13-truy-lung-to-chuc-ao-den-a645/,https://cdn.animevietsub.page/data/poster/2017/09/08/animevsub-22558.jpg,N/A,9 trong số 10 dựa trên 21 thành viên đánh giá,"604,383",HD,2009,"Shounen, Police, Mystery, Action","Một thành viên của tổ chức Áo đen, Irish quyết định tìm hiểu sự thật về chuyện ""Shinichi biến đổi thành Conan"". Sự...",Mùa xuân,phim lẻ
Thám Tử Conan Movie 12: Sự Sợ Hãi Bất Ngờ,https://animevietsub.page/phim/tham-tu-conan-movie-12-su-so-hai-bat-ngo-a643/,https://cdn.animevietsub.page/data/poster/2017/09/08/animevsub-22766.jpg,N/A,9.3 trong số 10 dựa trên 27 thành viên đánh giá,"562,011",HD,2008,"Shounen, Police, Comedy, Adventure, Mystery","

Một vụ giết người hàng loạt xảy ra với nhiều cách thức. Tất cả nạn nhân đều là sinh viên của Học viên âm nhạc...",Mùa xuân,phim lẻ
Thám tử lừng danh Conan: Kho báu dưới đáy đại dương,https://animevietsub.page/phim/tham-tu-lung-danh-conan-kho-bau-duoi-day-dai-duong-a642/,https://cdn.animevietsub.page/data/poster/2017/09/08/animevsub-15432.jpg,N/A,9.2 trong số 10 dựa trên 14 thành viên đánh giá,"448,721",HD,2007,"Shounen, Police, Comedy, Adventure, Mystery","

Đảo Koumi, một hòn đảo du lịch nổi tiếng ở Nhật Bản với mặt biển trong xanh và những bờ cát trắng phau soi bóng...",Mùa xuân,phim lẻ
Thám tử lừng danh Conan: Lễ cầu hồn của thám tử,https://animevietsub.page/phim/tham-tu-lung-danh-conan-le-cau-hon-cua-tham-tu-a640/,https://cdn.animevietsub.page/data/poster/2017/09/08/animevsub-2715.jpg,N/A,9 trong số 10 dựa trên 32 thành viên đánh giá,"617,095",HD,2006,"Shounen, Police, Comedy, Adventure, Mystery","Một người đàn ông bí ẩn mời thám tử Mori Kogoro đến Yokohama. Ran, Conan và những người khác đi cùng ông ấy. Nhưng thật...",Mùa xuân,phim lẻ
Thám Tử Conan Movie 9: Âm Mưu Trên Biển,https://animevietsub.page/phim/tham-tu-conan-movie-9-am-muu-tren-bien-a637/,https://cdn.animevietsub.page/data/poster/2017/09/08/animevsub-20983.jpg,N/A,9.6 trong số 10 dựa trên 35 thành viên đánh giá,"638,227",HD,2005,"Shounen, Police, Comedy, Adventure, Mystery","

15 năm trước, có một con tàu du ngoạn tên ""Yashiromaru"", được đóng bởi tập đoàn Yashiro, bị đắm khi đang thả buồm....",Mùa xuân,phim lẻ
Thám tử lừng danh Conan: Nhà ảo thuật với đôi cánh bạc,https://animevietsub.page/phim/tham-tu-lung-danh-conan-nha-ao-thuat-voi-doi-canh-bac-a636/,https://cdn.animevietsub.page/data/poster/2017/09/08/animevsub-72562.jpg,N/A,9.1 trong số 10 dựa trên 35 thành viên đánh giá,"519,415",HD,2004,"Shounen, Police, Comedy, Adventure, Mystery","

Cô Juri nhờ cảnh sát và ông Mori tới bảo vệ ”viên đá định mệnh” trước lời thách thức của tên trộm Kid trong...",Mùa xuân,phim lẻ
Thám tử lừng danh Conan: Mê cung trong thành phố cổ,https://animevietsub.page/phim/tham-tu-lung-danh-conan-me-cung-trong-thanh-pho-co-a634/,https://cdn.animevietsub.page/data/poster/2017/09/08/animevsub-20984.jpg,N/A,9.6 trong số 10 dựa trên 33 thành viên đánh giá,"609,279",HD,2003,"Shounen, Police, Comedy, Adventure, Mystery","

Một kẻ giỏi kiếm đạo và cung đã liên tiếp gây ra 5 vụ án mạng làm xôn xao giới cảnh sát Tokyo. Theo lời mời, Conan...",Mùa xuân,phim lẻ
Thám tử lừng danh Conan: Bóng ma đường Baker,https://animevietsub.page/phim/tham-tu-lung-danh-conan-bong-ma-duong-baker-a632/,https://cdn.animevietsub.page/data/poster/2017/09/08/animevsub-51209.jpg,N/A,9.6 trong số 10 dựa trên 49 thành viên đánh giá,"885,727",HD,2002,"Shounen, Police, Adventure, Mystery","

Conan đã được mời đến một bữa tiệc với nhiều người khách khác. Họ đã có thử nghiệm một hệ thống trò chơi...",Mùa xuân,phim lẻ
Thám Tử Conan Movie 5: Những Giây Cuối Cùng Tới Thiên Đường,https://animevietsub.page/phim/tham-tu-conan-movie-5-nhung-giay-cuoi-cung-toi-thien-duong-a631/,https://cdn.animevietsub.page/data/poster/2017/09/08/animevsub-20105.jpg,N/A,9.5 trong số 10 dựa trên 35 thành viên đánh giá,"802,886",HD,2001,"Shounen, Police, Comedy, Adventure, Mystery","

Conan , Haibara cùng đội thám tử nhí được dịp ghé thăm tòa tháp đôi Nishitamashi cao nhất Nhật Bản. Họ đã chứng kiến...",Mùa xuân,phim lẻ
Detective Conan Movie 04: Captured in Her Eyes,https://animevietsub.page/phim/tham-tu-lung-danh-conan-thu-pham-trong-doi-mat-a611/,https://cdn.animevietsub.page/data/poster/2017/09/08/animevsub-15429.jpg,N/A,9.6 trong số 10 dựa trên 41 thành viên đánh giá,"460,799",HD,2000,"Shounen, Police, Comedy, Adventure, Mystery","

Một vụ ám sát đã xảy ra trước mắt Conan!! Nạn nhân là cảnh sát Narasawa Osamu hiện đang điều tra vụ án từ 1 năm trước....",Mùa xuân,phim lẻ
