user_id,titles_watched
2232,"XÁM HỐI, Toàn Chức Pháp Sư 4, Yama no Susume: Kabe tte Kowakunai no?, Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu, Kuroko no Basket: Last Game, Hắc Môn, Ảo Ảnh Thuần Khiết, Ansatsu Kyoshitsu -Sotsugyou Hen- Live Action (2016), Nô lệ của tình yêu (Live Action), Bungaku Shoujo Movie, NHK ni Youkoso!, Mecha-ude (TV), Tín Đồ Thẻ Bài, Asura Cryin' 2, Những Trái Tim Tối Cường, Đại Sư Huynh Nhà Tui Trong Não Có Hố, Yami Shibai 13, Cao Thủ Bóng Rổ, QUYỂN SÁCH CỦA BANTORRA, Thị Trấn Mê Cung"
2233,"Wasurenagumo, Ikkitousen: Dragon Destiny, Toàn Chức Cao Thủ Phần 3, Hanyou no Yashahime: Sengoku Otogizoushi"
2234,"Sand Land: The Series, Doraemon Movie 34: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai, Ultraman Orb, Hakuouki Hekketsuroku, Clone Baby, Đám Trai Đẹp Nhà Tôi, Kaitou Tenshi Twin Angel: Kyun Kyun☆Tokimeki Paradise!!, Pastel Memories, Đội Thám Tử KZ, D.C.II S.S.: Da Capo II Second Season, Babanbabanban Vampire, The Amazing World Of Gumball: Season 2, Air Movie, Bầu Trời Trong Xanh Ngày Hôm Qua, Slayers Revolution"
2235,"The iDOLM@STER Cinderella Girls, Absolute Duo, Senpai wa Otokonoko, Mục Thần Ký, Guild no Uketsukejou desu ga  Zangyou wa Iya nanode Boss wo Solo Toubatsu Shiyou to Omoimasu, Saint Seiya: Kamigami no Atsuki Tatakai, Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu, Nihonjin No Shiranai Nihongo, Hidamari Sketch: Sae Hiro Sotsugyou-hen, Thiên Quan Tứ Phúc, R-15 OVA, Nếu Sau Cùng Game Nhập Vai được Phát Triển Hoàn Thành Thì Còn Chết Tiệt Hơn Thực Tế, Touhou Niji Sousaku Doujin Anime: Musou Kakyou, Giai điệu trên triền dốc, Shingeki no Kyojin: Chronicle, Salaryman Kintarou, Levius, Fune wo Amu, Fairy Tail OVA, Chi: Về Sự Chuyển Động Của Địa Cầu"
2236,"Thiết Giáp Chi Thành, Sống Cùng Em Kế, Thám Tử Thành Phố Fuuto, Teekyuu 2"
2237,"Lưỡng Bất Nghi, Akuyaku Reijou Level 99: Watashi wa Ura-Boss desu ga Maou dewa Arimasen"
2238,"Đen Đủi Khi Có Nghề [Giám Định Sĩ] Nhưng Tôi Lại Là Người Mạnh Nhất, Hakuouki: Otogisoushi, Ultraman Season 2, Kingdom 5th Season, IDOLiSH7 Vibrato, Kobato., Gatchaman Crowds, Souten no Ken, Fate/Grand Order: Moonlight/Lostroom, Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life, Seikaisuru Kado, Thành phố bí ẩn OVA 2, Delico's Nursery"
2239,"Ma Du Ký, Castlevania, Nejimaki Seirei Senki: Tenkyou no Alderamin"
2240,"Garo Movie: Divine Flame, Kuroko no Basket: Last Game, Gintama.: Shirogane no Tamashii-hen - Phần 2, Initial D Third Stage, Mikakunin de Shinkoukei, Precure All Stars Movie New Stage 2: Kokoro no Tomodachi, Himouto! Umaru-chan - Cô Em Gái Hai Mặt, Dungeon no Naka no Hito, Zombieland Saga: Revenge, Gakuen Basara, Kibou no Chikara: Otona Precure ན, The God of High School, Yama no Susume: Kabe tte Kowakunai no?, Chuyển Sinh Trở Thành Tiểu Thư Độc Ác Chỉ Toàn Flag Hủy Diệt Trong Otome Game... OVA, Doraemon Movie 06: Nobita no Little Star Wars, Black★Rock Shooter (OVA), Nanatsu no Taizai: Mokushiroku no Yonkishi"
2241,"Kamen Rider Revice, Rokujouma no Shinryakusha!? (TV), Bị Đuổi Khỏi Tổ Đội Anh Hùng  Tôi Nhắm Đến Một Cuộc Sống Nhàn Nhã Ở Vùng Biên Cương, Aoki Hagane no Arpeggio: Ars Nova DC, Mối Tình Bách Hợp, Taisou Zamurai, Undead Girl Murder Farce, Dragon Ball: Sự trở lại của Son Goku và những người bạn!!, Thám Tử Conan Movie 12: Sự Sợ Hãi Bất Ngờ, Seitokai Yakuindomo*, Hibike! Euphonium Movie: Kitauji Koukou Suisougaku-bu e Youkoso"
2242,"Có Bạn Gái  Lại Thêm Bạn Gái Mùa 2, Teekyuu 4, Thư Gửi Momo, Gokujo.: Gokurakuin Joshikou Ryou Monogatari, Hoozuki no Reitetsu OVA, Loop 7-kaime no Akuyaku Reijou wa  Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru, Hitori no Shita: The Outcast 2nd Season"
2243,"Ninja Collection, Kodomo no Jikan: Ni Gakki, Thành phố bí ẩn (Phần 3), Aikatsu! 10th Story: Mirai e no Starway (2023), Orange: Mirai, Naruto Ngoại Truyện: Rock Lee, 22/7, Flowering Heart, Có Bạn Gái  Lại Thêm Bạn Gái, Sumomomo Momomo: Chijou Saikyou no Yome Specials, Ikebukuro West Gate Park, Aria The Origination: Sono Choppiri Himitsu no Basho ni..., Shokugeki no Souma: Shin no Sara"
2244,"Fate/Grand Order: Zettai Majuu Sensen Babylonia, Cencoroll, Bokutachi no Remake, Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!, Dino Knight Sentai Ryuusouger, Death Parade, Fruits Basket, Ame-iro Cocoa"
2245,"Hakuouki Reimeiroku Tokuten Disc, Nanatsu no Taizai: Kamigami no Gekirin, Pokemon (2019): Harukanaru Aoi Sora, Huyền Thoại Sân Cỏ GGO, Kenka Banchou Otome: Girl Beats Boys, Cô Hầu Gái Tôi Mới Thuê Gần Đây Thật Đáng Ngờ, Doraemon: Obaachan no Omoide, Tada-kun wa Koi wo Shinai, Steins;Gate, Chuyển Sinh Trở Thành Tiểu Thư Độc Ác Chỉ Toàn Flag Hủy Diệt Trong Otome Game... X, Chiến Binh Gatchaman Insight, Niềm Tự Hào Của Sát Thủ, Hidan no Aria Special, Công Tước Tử Thần Và Cô Hầu Gái Mùa 2, Cuộc Hôn Nhân Hạnh Phúc Của Tôi Mùa 2"
2246,"Giả Kim Thuật Sư Live Action, Seitokai no Ichizon Lv.2: Watasu Seitokai, Kamen Rider Revice, Thái Nhất Kiếm Tiên Truyện"
2247,"Animegataris, Kobato., Black Fox"
2248,"D_Cide Traumerei, Câu Chuyện Kí Ức, Chuukan Kanriroku Tonegawa, Date A Live V, Mục Thần Ký, Koukaku Kidoutai: SAC_2045 - Jizoku Kanou Sensou, The Legend of Heroes: Sen no Kiseki - Northern War, Doraemon Movie 25: Nobita no Wan Nyan Jikuuden, Pon no Michi, Cậu Đúng Là Một Thiên Tài, Souten no Ken Re:Genesis, Hayate no Gotoku!, Sứ Mệnh Về Bầu Trời, Neon Genesis Evangelion: The End of Evangelion, Bima - Satria Garuda, Yakunara Mug Cup mo Live Action, Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2, K: Missing Kings, Nihon Chinbotsu 2020"
2249,"Hoàng Tử Vệ Thần Nhà Momochi, Đại Vương Tha Mạng 2, Asobi Asobase OVA, Những Linh Hồn Trong Đồ Vật, Planetarian: Ngôi Sao Của Mọi Người: Hoshi no Hito, Cuộc chiến thiên sứ, Chuunibyou demo Koi ga Shitai! Movie: Take On Me [BD], Ngày Phán Xét, Tada-kun wa Koi wo Shinai, Ultraman Ginga S, Gyo, Gương Mặt Dối Trá, Khổng Minh Thích Tiệc Tùng, Sứa Không Thể Bơi Trong Đêm"
2250,"Hataraku Saibou: Kaze Shoukougun, Bullbuster, Rescue Me!, Busou Renkin, Persona 5 the Animation TV Specials, Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season, Khúc Ca Trên Sao Hỏa, Akira, Mob Psycho 100, Mirai Sentai Timeranger, Non Non Biyori Movie: Vacation, Persona 5 the Animation: The Day Breakers, One Room 2nd Season, Kochouki: Wakaki Nobunaga, Cowboy Bebop: Tengoku no Tobira"
2251,"Khi Muốn Khóc  Tôi Đeo Mặt Nạ Mèo, Souten no Ken Re:Genesis, Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note - Hakamori to Neko to Majutsushi, Kizumonogatari II: Nekketsu-hen, Gundam Build Divers, Magi: Mê Cung Thần Thoại 2"
2252,"Lưỡng Bất Nghi Mùa 2, Đấu Phá Thương Khung (Phần 3), Kyouran Kazoku Nikki, Sidonia no Kishi, Tensei shitara Slime Datta Ken Movie: Guren no Kizuna-hen, Hồi ký Vanitas Special, Cuộc Sống Hằng Ngày Của Các Chàng Trai, Taisou Zamurai, LIÊN MINH CÔNG LÝ ĐỤNG ĐỘ NHÓM TEEN TITANS, Karasu wa Aruji wo Erabanai, Isekai wa Smartphone to Tomo ni. 2nd Season, Xuân Thu Phong Thần, Koukaku Kidoutai: SAC_2045, Alice to Therese no Maboroshi Koujou, Komi không thể giao tiếp, Lãng khách Kenshin: Đại hỏa Kyoto, Đội Thám Tử KZ, Makai Toshi Shinjuku"
2253,"Con Gái Ông Trùm Và Người Giám Hộ, Hội Pháp Sư: Nữ Tế Của Phượng Hoàng, Thuỷ Thủ Mặt Trăng R, Tu La Võ Thần, Shoumetsu Toshi, Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare - Lời Nguyền Trắng, Genmu Senki Leda, Không Kí Ức OVA 2, Shakunetsu Kabaddi, THẾ LỰC CHỐNG MA THUẬT, Pocket Monsters, Otonari ni Ginga, Hóa Kiếp Trở Thành Otome, D.C. I&II P.S.P. Re-Animated, Kishiryu Sentai Ryusoulger, Maou-sama  Retry!, Donten ni Warau Gaiden: Shukumei  Soutou no Fuuma, .hack//Roots, Thám tử lừng danh Conan: Bản tình ca màu đỏ thẫm, Choujuushin Gravion Zwei"
2254,"Watashi ni Tenshi ga Maiorita! Precious Friends, Failure Frame: Tôi Trở Thành Mạnh Nhất Với Kỹ Năng Trạng Thái Và Hủy Diệt Tất Cả, Houkago no Pleiades (TV), Sứa Không Thể Bơi Trong Đêm, Hội Pháp Sư x Rave, Bocchi the Rock!, BanG Dream! 3rd Season, Chiếc Thìa Bạc, Mouse, Actors: Songs Connection, Thunderbolt Fantasy SS2, Onegai☆Teacher, Senyuu., Dragonaut: The Resonance, Tsugu Tsugumomo, Isekai Cheat Magician: Yoiboshi no Matsuri to Majutsushi, Ginga Eiyuu Densetsu: Die Neue These - Seiran 1, Revisions"
2255,"Học Viện Anh Hùng Mùa 3, Tinh Vực Bốn Vạn Năm, Makai Toshi Shinjuku, Berserk: Ougon Jidai-hen III - Kourin, Himouto! Umaru-chanS, Kono Subarashii Sekai ni Shukufuku wo!: Kurenai Densetsu, Fate/kaleid liner Prisma☆Illya 2wei!, Saint Seiya: Saintia Shou, Higashi no Eden Movie I: The King of Eden, Laputa: Lâu Đài Trên Không Trung, Vạn Giới Kỳ Duyên"
2256,"Cuộc Chiến Xe Tăng Movie, Knight's & Magic, Thành phố bí ẩn OVA 1"
2257,Hisone to Maso-tan
2258,"Em Gái Hồi Sinh Chị Gái Robot, Già Thiên, Battle Fever J, ReLIFE: Live Action, Bungaku Shoujo Memoire"
2259,"Kono Oto Tomare!, Komori-san wa Kotowarenai!, Kure-nai OVA, ReLIFE Live Action, Otome Nadeshiko Koi Techou, The iDOLM@STER Cinderella Girls: Anytime  Anywhere with Cinderella., Tiểu Đội Công Lý: EX, Zero: Dragon Blood, Thị Trấn Nơi Chỉ Mình Tôi Lưu Lạc (2017), Khương Tử Nha: Nhất Chiến Phong Thần, Future GPX Cyber Formula"
2260,"Hanbun no Tsuki ga Noboru Sora, ēlDLIVE, Itsuka Tenma no Kuro Usagi OVA, Câu Chuyện Ma Qủy, Tây Hành Kỷ Phần 5, Blue Box, Cuộc Sống Không Có Súng, Võ Ánh Tam Thiên Đạo, Monster Strike The Animation, Princess Tutu, Himote House, DearS, Tôi Từ Bỏ Tư Cách Là Một Anh Hùng, Cuộc Sống Thảnh Thơi Tại Dị Giới Gian Lận Của Cựu Ứng Viên Dũng Giả Từ Cấp Độ Hai, Night Head 2041, Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season, Maken-Ki! Two Specials, Tight-rope, Gundam Build Divers"
2261,"Kamen Rider OOO 10th: Core Medal of Resurrection, Baka to Test to Shoukanjuu, ClassicaLoid, Sachiiro no One Room, Thuỷ Thủ Mặt Trăng III, Gundam Build Divers Re:Rise 2nd Season"
2262,"Usagi Drop, Vị Hôn Thê Khế Ước Của Công Tước"
2263,"Nobunaga the Fool, Danna ga Nani wo Itteiru ka Wakaranai Ken, Tomodachi Game, Thực Đơn Hôm Nay Cho Gia Đình Emiya, Air, Meguriau Sekai, Gegege no Kitarou: Nippon Bakuretsu, Tuyến đường sắt khốc liệt, Cross Ange: Tenshi to Ryuu no Rondo, Fuufu Ijou  Koibito Miman., Persona 3 the Movie 3: Falling Down, Shisha no Teikoku, Miêu Chi Minh, Tay Đua Siêu Đẳng Phần 4"
2264,"Tình Yêu Ngang Trái OVA, AMV - ANIME MUSIC VIDEO, Cuộc sống thường ngày OVA, Bleach Movie 4: Khúc Thơ Của Địa Ngục, Rắc Rối Đáng Yêu, Shy 2nd Season, Thunderbolt Fantasy SS2, Thần Võ Thiên Tôn 3D, Thị Trấn Nơi Chỉ Mình Tôi Lưu Lạc Live Action, Wakaokami wa Shougakusei!, Zenonzard: The Animation, The iDOLM@STER SideM: Wake Atte Mini!"
2265,"Tsubasa Chronicle: Tori Kago no Kuni no Himegimi, Soukyuu no Fafner: Dead Aggressor, Bubuki Buranki, Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga  Dou Medereba Ii?, Captain Tsubasa"
2266,"Bartender, K: Seven Stories Movie 3 - Side:Green - Uwagaki Sekai, Đại Chiến Titan Mùa 3 - Phần 2, Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen, Kobayashi-san Chi no Maid Dragon Specials, Avatar: Huyền Thoại Korra, Vợ tôi là hội trưởng hội học sinh 2, Macross Zero, Loài mèo trả ơn, One Piece: Mamore! Saigo no Dai Butai, Koi Kaze, Ta Muốn Trở Thành Chúa Tể Bóng Tối! Mùa 2, Concrete Revolutio: Choujin Gensou - The Last Song, Power Rangers Ninja Steel, Saenai Heroine no Sodatekata ♭, UQ Holder!: Mahou Sensei Negima! 2, Kỵ Sĩ Trong Vòng Cấm, Lúc Đó  Tôi Đã Chuyển Sinh Thành Slime Mùa 2 Part 2, KanColle: Itsuka Ano Umi de"
2267,"Ghost in the Shell 2: Innocence, Sasayaku You ni Koi wo Utau, Nanbaka Special, Mikakunin de Shinkoukei, AMV - ANIME MUSIC VIDEO, Fate/Zero, Cencoroll Connect, T.P BON, Phong Vân Biến"
2268,"Tôi Sẽ Đỡ Hết Mọi Thứ: Người Mạnh Nhất Thế Giới Với Hiểu Lầm Ngược Đời Muốn Làm Mạo Hiểm Giả, Bounen no Xamdou, Amanchu!, Heion Sedai no Idaten-tachi, Eizouken ni wa Te wo Dasu na!, Otome wa Boku ni Koishiteru: Trinkle Stars The Animation, Chuyên Gia Diệt Quỷ Movie, Linh hồn của máy 4: Linh hồn đơn độc, GJ-bu, Toji no Miko - Nữ Kiếm Khách Học Đường, InuYasha: Tòa lâu đài bên kia màn gương, Không Kí Ức, Battle Fever J, Con Đường Mùa Xuân, Định Hải Phù Sinh Lục, 86, Kinnikuman: Kanpeki Chоujin Shiso-hen 2nd Season, Kagami no Kojou - Cô Thành Trong Gương"
2269,"Đại Chiến Titan Mùa Cuối, Pokemon Sun & Moon, Linh hồn của máy 4: Linh hồn đơn độc, Natsume Yuujinchou Go Specials, Manh Thê Thực Thần Mùa 2, Naze Boku no Sekai wo Daremo Oboeteinai no ka?, Tinh Thần Biến Phần 4, Eureka Seven, Ookami Shoujo to Kuro Ouji OVA, Metropolis, Shi Yi Chang An: Mingyue Jishi You - Thập Ức Trường An - Minh Nguyệt Kỷ Thì Hữu (Phần 1)"
2270,"Mazinger Z Movie: Infinity, Gokushufudou Season 2, Dragon Ball: Sự trở lại của Son Goku và những người bạn!!, The Legend of Heroes: Sen no Kiseki - Northern War, Bungou Stray Dogs 2nd Season, Mahou Sensei Negima!, Mushishi Zoku Shou"
2271,"Sennen Joyuu, Cổng chiến tranh SS2, Buddy Complex, Nam Chính Mạnh Nhất Lịch Sử, Re:Zero kara Hajimeru Isekai Seikatsu 3rd Season, Inu x Boku SS Special, Makai Toshi Shinjuku, Doraemon Movie 14: Nobita to Buriki no Labyrinth, Yuri Là Công Việc Của Tôi!, Ký Túc Xá Sắc Màu, Haikyuu!! Riku vs. Kuu, Yuru Yuri, Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana, Shin Cậu Bé Bút Chì Movie 31: Đại Chiến Siêu Năng Lực Sushi Bay, Gokujou Seitokai, Overlord Movie 3: Sei Oukoku-hen, Thám tử lừng danh Conan: Quả đấm Sapphire Xanh, Rinkai!, Night Head 2041"
2272,"Great Teacher Onizuka Taiwan (2014), Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou"
2273,"Trấn Hồn Nhai, Bubble, Owarimonogatari 2nd Season, Shuffle!, Boku no Hero Academia: UA Heroes Battle, Katsute Kami Datta Kemono-tachi e, Boku no Kokoro no Yabai Yatsu, Little Witch Academia, Strike Witches: Operation Victory Arrow, Thanh Gươm Diệt Quỷ: Phép Màu Tình Thân  Cho Đến Chuyến Đặc Huấn Của Đại Trụ, Cặp Bài Trùng, Renai Boukun, Denki-gai no Honya-san, Rokuhoudou Yotsuiro Biyori, ViVid Strike!, Shokugeki no Souma: Gou no Sara, Tàn Thứ Phẩm, Kamen Teacher Special, Zyuden Sentai Kyoryuger"
2274,"Diệt Slime Suốt 300 Năm  Level Max Lúc Nào Chẳng Hay, Baldr Force Exe Resolution, Xích Diễm Cẩm Y Vệ, Ginga Kikoutai Majestic Prince, Dual Parallel! Trouble Adventures, Imouto sae Ireba Ii., Thị Trấn Nơi Chỉ Mình Tôi Lưu Lạc (2017), Yowamushi Pedal: Re:Road, Kemono no Souja Erin, Riding Bean"
2275,"Hoa Anh Đào Tinh Nghịch, Thám Tử Đại Gia - Fugou Keiji: Balance:Unlimited, Genjitsu no Yohane: Sunshine in the Mirror, Angel Beats! Specials Stairway To Heaven, Monogatari Series: Second Season, Cardfight!! Vanguard Movie: Neon Messiah, Texhnolyze, Hidan no Aria, Kamisama Dolls, Evangelion: 3.0+1.0 Thrice Upon a Time, GJ-bu, Computer Kakumei: Saikyou x Saisoku no Zunou Tanjou, Tư Vô Tà (2020), Doraemon Movie 19: Nobita no Nankai Daibouken, Thánh Ngân II, Dragon Quest: Dai no Daibouken (2020), Người Đại Diện Thời Gian, Ichigo 100% OVA, Shin Chuuka Ichiban!, Megaton-kyuu Musashi"
2276,"Two Car, Giả Kim Thuật Sư 2, Digimon Adventure 02: Diablomon no Gyakushuu, Sand Land: The Series, Thú Thiên Phục Ma Lục, Tình Yêu Học Đường, Dakaretai Otoko 1-i ni Odosarete Imasu. Movie: Spain-hen, Dr. Stone 4th Season"
2277,"Kidou Tenshi Angelic Layer, Kowarekake no Orgel, Love Hina Again, Bleach Movie 2: Cuộc Mưu Phản Của Bụi Kim Cương - Một Thanh Hyorinmaru Khác, Sintel, Nhóm Nhạc Của Những Ước Mơ! Garupa☆Pico, Overlord IV, Berserk, Akame ga Kill! Theater, Street Fighter Alpha: Generations, Gintama.: Shirogane no Tamashii-hen - Phần 2, Fate/kaleid liner Prisma☆Illya, Sát Thủ Lưỡi Kéo Mùa 5, Medalist, Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru, Vạn Giới Thần Chủ"
2278,"Pretty Rhythm: All Star Selection, Pandora Hearts"
2279,"Rick and Morty: The Anime, Seitokai Yakuindomo*, Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!, A Kite, Tây Hành Kỷ: Đại Viên Hồn (Phần Đặc Biệt), Souten no Ken: Regenesis 2nd Season, Akuyaku Reijou Level 99: Watashi wa Ura-Boss desu ga Maou dewa Arimasen, Ultraman Dyna"
2280,"Cuộc phiêu lưu của Rider, Kuro no Sumika: Chronus, Bạch Tuyết Tóc Đỏ OVA, Love Live! The School Idol Movie, Tớ Muốn Ăn Tụy Của Cậu, Tiên Nghịch, Nakanohito Genome Jikkyouchuu, Bakugan Battle Brawlers: New Vestroia, Ranh giới Hư không: Khu vườn Tội lỗi, Kyoukai no Rinne (TV), Totto-chan: Cô Bé Bên Cửa Sổ, Planetarian: Ngôi Sao Của Mọi Người: Hoshi no Hito, Cái Giá Phải Trả OVA, Pháp Sư Thế Giới Mới, Dạ Vũ, Kết Hôn Với Người Mà Tôi Ghét Nhất, Hidamari Sketch x Honeycomb, Around 40, To Be Heroine, Kí Ức Tuổi Học Trò 2"
2281,"Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Movie: Orion no Ya, Technoroid: Overmind, Cái Giá Phải Trả, Sword Art Online - Abridged Parody, Magia Record: Mahou Shoujo Madoka☆Magica Gaiden (TV) Final Season - Asaki Yume no Akatsuki, Doraemon: The Day When I Was Born, Shoujo-tachi wa Kouya wo Mezasu, Chichibu de Buchichi, Lạc Vào Khu Rừng Đom Đóm"
2282,"Prince of Tennis: The Two Samurai  The First Game, Great Pretender, Nữ Thánh Binh, Arion, Avatar: Huyền Thoại Korra, Kakushigoto Movie, BanG Dream! Ave Mujica, Ma Thuật Đặc Biệt Của Phù Thủy Quay Ngược Thời Gian"
2283,Cặp Bài Trùng Movie
2284,"Giám Đốc Phù Thủy, Cuộc chiến gấu trúc, Cuộc Chiến Xe Tăng, Mobile Suit Gundam NT, Nakanohito Genome Jikkyouchuu, One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari"
2285,"Hồi Ức Không Tên, Koukaku Kidoutai: SAC_2045 Season 2, Shiguang Dailiren II - Người Đại Diện Thời Gian II, Goshuushou-sama Ninomiya-kun, Ayaka, Thám tử lừng danh Conan: Ngày thám tử bị teo nhỏ, Ác Ma Pháp Tắc, One Room Special, Prince of Tennis: Atobe's Gift, Diệt Slime Suốt 300 Năm  Level Max Lúc Nào Chẳng Hay, Nữ thần bí ẩn-RDG, Dennou Coil, Tạm Dừng! Đợi Ta Xem Hướng Dẫn"
2286,"Ballroom e Youkoso, The iDOLM@STER Million Live!, Date A Live IF Version, Tôi Trở Nên Mạnh Hơn Nhờ Nâng Cấp Các Kỹ Năng Của Nông Dân., Nàng Tiên Cá Phương Đông"
2287,"The iDOLM@STER, Gundam Build Fighters Specials, Đặc Ân Của Thần, Bản Giao Hưởng của Cuộc sống: Suisougaku-bu no Nichijou, Kuma Kuma Kuma Bear, Hero Mask"
2288,"Những Cô Nàng Lamia, Ore no Kanojo to Osananajimi ga Shuraba Sugiru, Rozen Maiden: Träumend, Âm Dương Sư Mạnh Nhất Chuyển Sinh, Overlord Movie 2: Shikkoku no Eiyuu, Haikyu!! Movie: Trận Chiến Bãi Phế Liệu, Chuunibyou demo Koi ga Shitai!: Kirameki no... Slapstick Noel, Pokemon Generations, Truyện Kinh Dị Nhật Phần 2, Doraemon Movie 38: Nobita no Takarajima, Dragon Ball Daima, Nodame Cantabile: Paris-hen, Biên Niên Sử Nanoha Phần 3, Spiritpact 2, Uchuu Show e Youkoso, Kingdom 5th Season"
2289,"Aria The Natural: Sono Futatabi Deaeru Kiseki ni..., Aikatsu Stars!, Siêu Chiến Giáp, Ling Qi, Morita-san wa Mukuchi. 2, Lớp Học Ám Sát: 365 Ngày, Thiếu Chủ Giỏi Chạy Trốn, Saint Seiya Omega, Hakozume: Tatakau! Koban Joshi Live Action, Chuunibyou demo Koi ga Shitai!, I My Me! Strawberry Eggs, No.6, Golden Boy, Temple, Ao no Kanata no Four Rhythm, Shin Tennis no Ouji-sama: U-17 World Cup, Beyblade X"
2290,"Gibiate, Hidamari Sketch x 365, Thổ thần tập sự OVA 1, Hidamari Sketch, Ai no Kusabi (2012), Thành phố du lịch 2, Sinh Tử Luân Hồi, Owari no Seraph: Nagoya Kessen-hen, Egao no Daika, Cuộc Chiến Xe Tăng Specials, Biệt đội Alpha, Nijiiro Days, Kindaichi Shounen no Jikenbo Returns, K, Hatsukoi Limited.: Gentei Shoujo, Ginga Eiyuu Densetsu: Die Neue These - Sakubou"
2291,Coicent
2292,"High Score Girl II, Arakawa Under the Bridge x Bridge, Lostorage Conflated WIXOSS, Persona 5 the Animation: Dark Sun..., Phong Linh Ngọc Tú Phần 2, Denpa Onna to Seishun Otoko, Yume de Aetara, Chuyên Gia Diệt Quỷ, Birthday Wonderland, Baby Steps 2nd Season"
2293,"Ta Muốn Trở Thành Chúa Tể Bóng Tối!, Ginban Kaleidoscope, Thế giới chỉ có Thánh thần biết, Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!! Special"
2294,"Toàn Chức Pháp Sư: Lời Uỷ Thác Thần Bí (Phần Đặc Biệt), Nobuta wo Produce, Tuyệt Thế Võ Thần Phần 5, Isuca, Suy Luận Hư Cấu Mùa 2, Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen, Chuyển Sinh Trở Thành Tiểu Thư Độc Ác Chỉ Toàn Flag Hủy Diệt Trong Otome Game... OVA"
2295,"Sứa Không Thể Bơi Trong Đêm, A3! Season Autumn & Winter"
2296,"Houseki no Kuni (TV), Tokyo Revengers, Chúng Ta Sẽ Mãi Là Bạn Nhé, Tầm Kiếm, Bảy viên ngọc rồng GT, Rurouni Kenshin: Meiji Kenkaku Romantan (2023), Hắc Môn, Usagi Drop Specials, Uma Musume: Pretty Derby - BNW no Chikai, Vua Bóng Chuyền, Nhật Ký Nữ Oa, Brothers Conflict Special, Celeb to Binbo Taro, Fairy Tail: Nhiệm Vụ 100 Năm, Học Viện Ưu Tú Ở Trường Cao Trung Ma Pháp, Đao Kiếm Loạn Vũ, Toàn Chức Pháp Sư: Lời Uỷ Thác Thần Bí (Phần Đặc Biệt), Toaru Kagaku no Railgun T"
